hid,quintile,emp_status,region,housing,rururb,disab,disab_def,econat,econat_def,age,rank_tot,district,hhsize,mar_status,mar_status_def,gender,povqual,pstatus,pstatus_def,emp_status_def,edu_y,ethnic,reli,wt,ht,bmi,reg
70725/06,2,Self-employed (non-agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,53,4.7665,811,6,5,Widowed,Female,None,Poor,0,1,0, Dagomba, Islam,0,0,0,Northern
70725/07,3,Other Inactive,8,Owning,Urban,2. Non Pwds,1,3,Not in labor force,70,8.474923,811,4,5,Widowed,Female,None,Non poor,1,5,0, Dagomba, Islam,0,0,0,Northern
70725/08,2,Other Inactive,8,Owning,Urban,2. Non Pwds,1,3,Not in labor force,60,6.287315,811,5,1,Married,Male,None,Non poor,1,5,0, Dagomba, Islam,68.95,174,22.77381424,Northern
70725/09,3,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,70,8.045678,811,1,3,Separated,Male,None,Non poor,1,2,8, Dagomba, Islam,0,0,0,Northern
70725/10,1,Self-employed (non-agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,50,3.697356,811,8,1,Married,Male,None,Poor,0,1,0, Dagomba, Islam,0,0,0,Northern
70725/11,4,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,45,10.79877,811,5,1,Married,Male,None,Non poor,1,1,3, Dagomba, Islam,0,0,0,Northern
70725/12,4,Public Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,37,15.23614,811,3,1,Married,Male,Voc/Tech/Teacher,Non poor,1,3,15, Dagomba, Islam,94.85,174.5,31.14916955,Northern
70725/13,2,Public Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,57,4.970851,811,7,1,Married,Male,None,Non poor,1,3,0, Dagomba, Islam,73,170,25.25951557,Northern
70725/14,3,Other Inactive,8,Owning,Urban,2. Non Pwds,1,3,Not in labor force,55,7.295321,811,5,1,Married,Male,None,Non poor,1,5,0, Dagomba, Islam,68.15,166.4,24.61269762,Northern
70725/15,5,Public Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,30,28.13762,811,2,1,Married,Male,Tertiary,Non poor,1,3,15, Dagomba, Islam,0,0,0,Northern
70726/01,5,Private Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,44,69.34955,811,3,1,Married,Male,Voc/Tech/Teacher,Non poor,1,4,15," Other tribes originating from outside Ghana (Hausa, Fulani, Zabrama, etc", Islam,100,172.5,33.60638521,Northern
70726/02,2,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,52,6.851557,811,5,1,Married,Male,None,Non poor,1,1,0, Dagomba, Islam,52,168.5,18.31485705,Northern
70726/03,5,Private Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,33,33.88831,811,2,1,Married,Male,Voc/Tech/Teacher,Non poor,1,4,15, Dagomba, Islam,0,0,0,Northern
70726/04,3,Self-employed (agric),8,Renting,Urban,2. Non Pwds,1,1,Employed,55,7.330706,811,8,1,Married,Male,None,Non poor,1,2,0, Ewe, Pentecostal/Charismatic,0,0,0,Northern
70726/05,2,Self-employed (non-agric),8,Renting,Urban,2. Non Pwds,1,1,Employed,53,4.893106,811,6,1,Married,Male,None,Non poor,1,1,8," Other tribes originating from outside Ghana (Hausa, Fulani, Zabrama, etc", Islam,68.55,168.3,24.20132964,Northern
70726/06,4,Self-employed (non-agric),8,Renting,Urban,2. Non Pwds,1,1,Employed,48,11.69058,811,3,1,Married,Male,Voc/Tech/Teacher,Non poor,1,1,15, Dagomba, Islam,62.2,171,21.27150234,Northern
70726/07,2,Private Employee,8,Renting,Urban,2. Non Pwds,1,1,Employed,25,6.046126,811,1,6,Never married,Male,None,Non poor,1,4,0,, Islam,54.05,167,19.38040087,Northern
70726/08,4,Private Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,43,15.94295,811,1,4,Divorced,Female,None,Non poor,1,4,5, Kotokoli, Islam,111.9,170,38.71972318,Northern
70726/09,3,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,49,8.179494,811,6,1,Married,Male,None,Non poor,1,1,5," Other tribes originating from outside Ghana (Hausa, Fulani, Zabrama, etc", Islam,50.25,162.5,19.0295858,Northern
70726/10,3,Self-employed (non-agric),8,Renting,Urban,2. Non Pwds,1,1,Employed,38,8.332567,811,4,1,Married,Male,SSS/Secondary,Non poor,1,1,12, Gonja, Islam,0,0,0,Northern
70726/11,3,Self-employed (non-agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,41,7.235127,811,5,1,Married,Male,None,Non poor,1,1,0, Dagomba, Islam,76.65,179.2,23.86910575,Northern
70726/12,3,Self-employed (non-agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,40,8.245347,811,2,1,Married,Male,BECE,Non poor,1,1,15, Dagomba, Islam,61.05,168.3,21.55348176,Northern
70726/13,5,Other Inactive,8,Owning,Urban,2. Non Pwds,1,3,Not in labor force,86,16.79111,811,3,1,Married,Male,None,Non poor,1,5,0, Dagomba, Islam,62.2,166,22.57221658,Northern
70726/14,4,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,70,12.87668,811,1,1,Married,Male,None,Non poor,1,2,0, Dagomba, Islam,60.9,172.3,20.51382932,Northern
70726/15,3,Private Employee,8,Renting,Urban,2. Non Pwds,1,1,Employed,45,10.0999,811,4,1,Married,Female,None,Non poor,1,4,0, Dagomba, Islam,70.6,155.5,29.19738216,Northern
70727/01,3,Other Inactive,8,Owning,Urban,,1,3,Not in labor force,25,8.24301,811,1,6,Never married,Male,None,Non poor,1,5,7, Dagomba, Islam,55.55,169,19.4495991,Northern
70727/02,3,Private Employee,8,Renting,Urban,2. Non Pwds,1,1,Employed,32,7.642004,811,2,1,Married,Male,BECE,Non poor,1,4,9, Dagomba, Islam,0,0,0,Northern
70727/03,4,Private Employee,8,Renting,Urban,2. Non Pwds,1,1,Employed,53,14.82584,811,2,1,Married,Female,None,Non poor,1,4,0, Dagomba, Islam,54.65,150,24.28888889,Northern
70727/04,2,Private Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,45,6.697174,811,4,1,Married,Male,BECE,Non poor,1,4,9, Dagomba, Islam,0,0,0,Northern
70727/05,4,Private Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,46,14.0134,811,3,1,Married,Male,None,Non poor,1,4,2, Dagomba, Islam,85.3,169,29.86590105,Northern
70727/07,3,Other Inactive,8,Renting,Urban,2. Non Pwds,1,3,Not in labor force,25,10.21849,811,1,6,Never married,Male,SSS/Secondary,Non poor,1,5,12, Dagomba, Islam,84.5,170,29.23875433,Northern
70727/08,3,Private Employee,8,Renting,Urban,2. Non Pwds,1,1,Employed,34,8.661341,811,1,6,Never married,Male,Voc/Tech/Teacher,Non poor,1,4,15, Dagomba, Islam,68.55,168,24.28784014,Northern
70727/09,3,Public Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,38,8.238387,811,4,1,Married,Male,Voc/Tech/Teacher,Non poor,1,3,15, Dagomba, Islam,68.65,173,22.93761903,Northern
70727/10,2,Private Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,37,5.902307,811,9,1,Married,Male,BECE,Non poor,1,4,9, Dagomba, Islam,60.3,176,19.46668388,Northern
70727/11,5,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,58,63.14903,811,1,5,Widowed,Female,None,Non poor,1,1,0, Dagomba, Islam,120,153,51.262335,Northern
70727/12,5,Unemployed,8,Owning,Urban,2. Non Pwds,1,2,Unemployed,53,23.34464,811,1,5,Widowed,Female,MSLC,Non poor,1,6,10, Dagomba, Islam,59.8,163,22.50743348,Northern
70727/13,4,Private Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,32,12.26991,811,4,1,Married,Male,BECE,Non poor,1,4,9, Dagomba, Islam,0,0,0,Northern
70727/14,3,Self-employed (non-agric),8,Renting,Urban,2. Non Pwds,1,1,Employed,55,7.905056,811,4,5,Widowed,Female,None,Non poor,1,1,0, Dagomba, Islam,81.75,162,31.14997714,Northern
70727/15,3,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,30,9.565517,811,4,1,Married,Male,BECE,Non poor,1,1,9, Dagomba, Islam,0,0,0,Northern
70728/01,4,Other Inactive,8,Rent-free,Urban,2. Non Pwds,1,3,Not in labor force,21,15.65574,811,1,6,Never married,Male,SSS/Secondary,Non poor,1,5,12, Dagomba, Islam,65.4,178,20.64133317,Northern
70728/02,3,Public Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,43,7.204686,811,1,6,Never married,Male,None,Non poor,1,3,8, Dagomba, Islam,58.2,175.5,18.89595052,Northern
70728/03,4,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,45,14.52428,811,3,1,Married,Male,MSLC,Non poor,1,1,10, Dagomba, Islam,74.86,184,22.1112949,Northern
70728/04,3,Private Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,75,8.05168,811,1,3,Separated,Male,None,Non poor,1,4,0, Dagomba, Islam,53,153,22.64086462,Northern
70728/05,3,Self-employed (non-agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,36,10.36588,811,3,1,Married,Male,Voc/Tech/Teacher,Non poor,1,1,15, Dagomba, Islam,0,0,0,Northern
70728/06,3,Private Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,38,9.218453,811,1,3,Separated,Male,None,Non poor,1,4,5, Dagomba, Islam,64,176,20.66115702,Northern
70728/07,2,Unemployed,8,Rent-free,Urban,2. Non Pwds,1,2,Unemployed,52,5.997427,811,3,1,Married,Male,MSLC,Non poor,1,6,10, Dagomba, Islam,75,169,26.25958475,Northern
70728/08,3,Unemployed,8,Rent-free,Urban,2. Non Pwds,1,2,Unemployed,71,9.622799,811,1,4,Divorced,Male,SSS/Secondary,Non poor,1,6,11, Dagomba, Islam,69.8,178.5,21.90680194,Northern
70728/09,4,Private Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,51,11.72849,811,2,1,Married,Male,MSLC,Non poor,1,4,10, Dagomba, Islam,74.05,174,24.45831682,Northern
70728/10,2,Self-employed (non-agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,48,5.027289,811,4,1,Married,Female,None,Non poor,1,1,0, Dagomba, Islam,56.4,155,23.47554631,Northern
70728/11,2,Other Inactive,8,Rent-free,Urban,2. Non Pwds,1,3,Not in labor force,21,5.182532,811,1,6,Never married,Male,BECE,Non poor,1,5,9, Dagomba, Islam,59.45,165,21.83654729,Northern
70728/12,3,Unemployed,8,Rent-free,Urban,2. Non Pwds,1,2,Unemployed,56,8.696021,811,2,1,Married,Male,MSLC,Non poor,1,6,10, Dagomba, Islam,75,185,21.9138057,Northern
70728/13,4,Private Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,42,14.87029,811,1,6,Never married,Male,BECE,Non poor,1,4,9, Dagomba, Islam,87.05,179.5,27.01717088,Northern
70728/14,2,Self-employed (non-agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,40,6.026892,811,2,3,Separated,Female,None,Non poor,1,1,0, Dagomba, Islam,78,168,27.63605442,Northern
70728/15,4,Other Inactive,8,Rent-free,Urban,2. Non Pwds,1,3,Not in labor force,60,11.83044,811,1,3,Separated,Male,MSLC,Non poor,1,5,10, Dagomba, Islam,74.8,161,28.85691138,Northern
70729/01,4,Self-employed (non-agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,39,10.79912,811,4,1,Married,Male,None,Non poor,1,1,0, Dagomba, Islam,83.75,184.2,24.68343313,Northern
70729/02,2,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,78,4.646792,811,10,1,Married,Male,None,Poor,0,2,0, Dagomba, Islam,0,0,0,Northern
70729/03,4,Self-employed (non-agric),8,Renting,Urban,2. Non Pwds,1,1,Employed,39,11.53896,811,5,1,Married,Female,BECE,Non poor,1,1,9," Akpafu, Lolobi, Likpe, Bowiri, Buem, Santrokofi, Akposo", Pentecostal/Charismatic,67.05,162.5,25.39171598,Northern
70729/04,2,Self-employed (non-agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,55,6.877058,811,4,1,Married,Female,MSLC,Non poor,1,1,10, Dagomba, Islam,88.8,164.5,32.81566135,Northern
70729/05,3,Self-employed (non-agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,35,8.809163,811,4,1,Married,Male,SSS/Secondary,Non poor,1,1,12, Dagomba, Islam,64.8,180.4,19.91140653,Northern
70729/06,4,Self-employed (non-agric),8,Perching,Urban,2. Non Pwds,1,1,Employed,72,15.00585,811,1,5,Widowed,Female,None,Non poor,1,1,0, Dagomba, Islam,38.85,158.3,15.50348,Northern
70729/07,2,Self-employed (non-agric),8,Renting,Urban,2. Non Pwds,1,1,Employed,18,4.912735,811,1,6,Never married,Male,None,Non poor,1,1,8,, Islam,6.35,174.5,2.085368757,Northern
70729/08,5,Self-employed (non-agric),8,Renting,Urban,2. Non Pwds,1,1,Employed,41,29.08757,811,1,6,Never married,Female,SSS/Secondary,Non poor,1,1,12, Dagomba, Islam,76.35,168.3,26.95509144,Northern
70729/09,1,Other Inactive,8,Owning,Urban,1. PWD,0,3,Not in labor force,75,3.834229,811,2,5,Widowed,Female,None,Poor,0,5,0, Dagomba, Islam,54.45,151.5,23.7231644,Northern
70729/10,4,Private Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,60,12.75702,811,2,1,Married,Male,None,Non poor,1,4,0, Dagomba, Islam,0,0,0,Northern
70729/11,1,Self-employed (non-agric),8,Renting,Urban,2. Non Pwds,1,1,Employed,70,4.202048,811,5,1,Married,Male,None,Poor,0,1,0, Gonja, Islam,68.5,170,23.70242215,Northern
70729/12,2,Public Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,49,5.080097,811,7,1,Married,Male,None,Non poor,1,3,0, Dagomba, Islam,63.5,174.5,20.85368757,Northern
70729/13,2,Other Inactive,8,Rent-free,Urban,2. Non Pwds,1,3,Not in labor force,60,4.806125,811,3,5,Widowed,Female,None,Poor,0,5,0, Dagomba, Islam,71.8,65,169.9408284,Northern
70729/14,3,Private Employee,8,Renting,Urban,2. Non Pwds,1,1,Employed,26,10.02072,811,1,2,Consensual Union,Male,None,Non poor,1,4,2, Dagomba, Islam,67.05,175,21.89387755,Northern
70729/15,5,Other Inactive,8,Rent-free,Urban,2. Non Pwds,1,3,Not in labor force,58,19.78906,811,1,1,Married,Male,MSLC,Non poor,1,5,10, Dagomba, Islam,0,0,0,Northern
70730/01,5,Self-employed (non-agric),8,Renting,Urban,2. Non Pwds,1,1,Employed,42,22.47848,811,4,1,Married,Male,None,Non poor,1,1,0," Other tribes originating from outside Ghana (Hausa, Fulani, Zabrama, etc", Islam,61.35,183,18.31944818,Northern
70730/02,5,Self-employed (non-agric),8,Renting,Urban,2. Non Pwds,1,1,Employed,32,27.65386,811,3,6,Never married,Female,None,Non poor,1,1,6, Dagomba, Islam,65.4,165,24.02203857,Northern
70730/03,5,Private Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,55,41.03087,811,1,5,Widowed,Female,None,Non poor,1,4,0, Dagomba, Islam,54,146,25.33308313,Northern
70730/04,2,Unemployed,8,Owning,Urban,2. Non Pwds,1,2,Unemployed,64,4.905209,811,5,1,Married,Male,MSLC,Non poor,1,6,10, Bimoba, Islam,50.1,168,17.75085034,Northern
70730/05,5,Self-employed (non-agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,28,23.07724,811,2,6,Never married,Female,None,Non poor,1,1,6, Dagomba, Islam,63.3,167,22.69712073,Northern
70730/06,5,Public Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,30,27.77977,811,1,6,Never married,Male,Voc/Tech/Teacher,Non poor,1,3,15, Dagomba, Islam,63.3,167,22.69712073,Northern
70730/07,4,Other Inactive,8,Renting,Urban,,1,3,Not in labor force,32,11.3062,811,1,6,Never married,Female,SSS/Secondary,Non poor,1,5,12, Dagomba, Islam,67.5,155,28.09573361,Northern
70730/08,5,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,65,19.35324,811,4,1,Married,Female,None,Non poor,1,1,0, Dagomba, Islam,87.3,166,31.68094063,Northern
70730/10,4,Other Inactive,8,Owning,Urban,2. Non Pwds,1,3,Not in labor force,47,11.77264,811,7,1,Married,Male,None,Non poor,1,5,10, Dagomba, Islam,88.95,178,28.0741068,Northern
70730/11,2,Other Inactive,8,Rent-free,Urban,2. Non Pwds,1,3,Not in labor force,34,5.367459,811,6,1,Married,Male,BECE,Non poor,1,5,9, Dagomba, Islam,76.5,165,28.09917355,Northern
70730/12,4,Self-employed (non-agric),8,Renting,Urban,2. Non Pwds,1,1,Employed,52,14.88832,811,4,4,Divorced,Female,None,Non poor,1,1,2, Asante, Islam,72.95,157,29.59552112,Northern
70730/13,5,Private Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,21,22.90477,811,1,6,Never married,Male,BECE,Non poor,1,4,9, Dagomba, Islam,54.85,165,20.14692378,Northern
70730/14,3,Private Employee,8,Renting,Urban,2. Non Pwds,1,1,Employed,50,10.12951,811,4,1,Married,Female,None,Non poor,1,4,0, Dagomba, Islam,68.96,158,27.62377824,Northern
70730/15,4,Public Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,41,14.14956,811,6,1,Married,Male,Tertiary,Non poor,1,3,15, Gonja, Catholic,77.65,174,25.64737746,Northern
70731/01,4,Self-employed (non-agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,28,15.20376,812,4,1,Married,Male,SSS/Secondary,Non poor,1,1,12, Dagomba, Islam,50.05,169.3,17.46184648,Northern
70731/03,1,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,42,3.464925,812,9,1,Married,Male,BECE,Poor,0,2,10, Dagomba, Islam,0,0,0,Northern
70731/04,3,Public Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,62,9.886434,812,1,4,Divorced,Male,None,Non poor,1,3,0, Dagomba, Islam,51.35,168.6,18.06447346,Northern
70731/05,5,Private Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,44,21.40047,812,4,1,Married,Male,MSLC,Non poor,1,4,10, Builsa (Kangyaga or Kanjaga), No religion,62.75,173.1,20.9420694,Northern
70731/06,1,Other Inactive,8,Owning,Urban,2. Non Pwds,1,3,Not in labor force,77,3.647035,812,5,5,Widowed,Female,None,Poor,0,5,0, Dagomba, Islam,38.1,154,16.06510373,Northern
70731/07,2,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,34,5.197153,812,6,1,Married,Male,None,Non poor,1,2,0, Dagomba, Islam,67,166.7,24.11035489,Northern
70731/08,5,Other Inactive,8,Owning,Urban,2. Non Pwds,1,3,Not in labor force,80,18.1965,812,5,1,Married,Male,None,Non poor,1,5,0, Dagomba, Islam,44.1,164.1,16.37651274,Northern
70731/09,3,Other Inactive,8,Owning,Urban,2. Non Pwds,1,3,Not in labor force,37,8.54725,812,9,1,Married,Male,None,Non poor,1,5,0, Dagomba, Islam,67.85,177,21.65725047,Northern
70731/10,3,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,75,8.329667,812,13,1,Married,Male,None,Non poor,1,1,0, Dagomba, Islam,60.75,180.5,18.64626576,Northern
70731/11,5,Public Employee,8,Renting,Urban,2. Non Pwds,1,1,Employed,29,28.21489,812,2,1,Married,Male,Tertiary,Non poor,1,3,15, Bimoba, Islam,70.6,160.7,27.33839081,Northern
70731/12,3,Self-employed (non-agric),8,Rent-free,Urban,2. Non Pwds,1,1,Employed,23,9.724043,812,1,6,Never married,Male,SSS/Secondary,Non poor,1,1,12, Gonja, Islam,64.45,169.7,22.37995645,Northern
70731/13,5,Public Employee,8,Renting,Urban,2. Non Pwds,1,1,Employed,26,29.56038,812,1,6,Never married,Male,Voc/Tech/Teacher,Non poor,1,3,15, Gonja, Islam,55.35,162.5,20.96094675,Northern
70731/14,4,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,57,11.13315,812,4,1,Married,Male,None,Non poor,1,2,0, Dagomba, Islam,66.4,175.5,21.55826657,Northern
70731/15,4,Public Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,58,11.44165,812,5,1,Married,Male,None,Non poor,1,3,0," Nankansi, Talensi & Gurense (Frafra)", Other Christian,0,0,0,Northern
70732/01,1,Other Inactive,8,Rent-free,Urban,2. Non Pwds,1,3,Not in labor force,56,3.369577,813,7,1,Married,Male,None,Poor,0,5,0, Dagomba, Islam,0,0,0,Northern
70732/02,4,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,40,12.85053,813,3,1,Married,Female,None,Non poor,1,1,0, Mamprusi, Islam,67.15,165.3,24.57538385,Northern
70732/03,2,Other Inactive,8,Owning,Urban,2. Non Pwds,1,3,Not in labor force,62,5.166063,813,3,5,Widowed,Female,None,Non poor,1,5,0, Dagomba, Islam,56.95,162.5,21.56686391,Northern
70732/04,4,Unemployed,8,Rent-free,Urban,2. Non Pwds,1,2,Unemployed,48,12.15609,813,4,1,Married,Female,None,Non poor,1,6,0, Dagomba, Islam,49.3,165.3,18.04268687,Northern
70732/05,3,Other Inactive,8,Owning,Urban,1. PWD,0,3,Not in labor force,73,7.602638,813,3,1,Married,Male,None,Non poor,1,5,0, Dagomba, Islam,67.9,180.51,20.83853779,Northern
70732/06,2,Other Inactive,8,Owning,Urban,2. Non Pwds,1,3,Not in labor force,49,5.042647,813,2,6,Never married,Male,None,Non poor,1,5,0, Dagomba, Islam,63.75,171.5,21.67464237,Northern
70732/07,2,Other Inactive,8,Rent-free,Urban,2. Non Pwds,1,3,Not in labor force,30,6.207333,813,3,1,Married,Male,None,Non poor,1,5,0, Dagomba, Islam,57.9,175,18.90612245,Northern
70732/08,2,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,62,5.828476,813,6,1,Married,Male,None,Non poor,1,2,0, Dagomba, Islam,0,0,0,Northern
70732/09,1,Other Inactive,8,Owning,Urban,2. Non Pwds,1,3,Not in labor force,60,4.120539,813,7,1,Married,Male,None,Poor,0,5,0, Dagomba, Islam,51,161.5,19.55352778,Northern
70732/10,2,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,36,4.950687,813,3,1,Married,Male,None,Non poor,1,2,0, Dagomba, Islam,64.4,166.21,23.3115724,Northern
70732/11,2,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,55,4.851639,813,4,1,Married,Male,None,Non poor,1,2,0, Dagomba, Islam,59.9,173.31,19.94249895,Northern
70732/12,3,Private Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,32,8.109576,813,3,1,Married,Male,SSS/Secondary,Non poor,1,4,12, Dagomba, Islam,57.9,163,21.79231435,Northern
70732/13,1,Other Inactive,8,Owning,Urban,2. Non Pwds,1,3,Not in labor force,57,3.554266,813,5,1,Married,Male,None,Poor,0,5,0, Dagomba, Islam,0,0,0,Northern
70732/14,2,Unemployed,8,Rent-free,Urban,2. Non Pwds,1,2,Unemployed,31,5.197283,813,3,4,Divorced,Male,None,Non poor,1,6,0, Dagomba, Islam,53.1,167.9,18.83619288,Northern
70732/15,5,Public Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,31,73.34978,813,1,6,Never married,Male,Voc/Tech/Teacher,Non poor,1,3,15, Nzema, Pentecostal/Charismatic,73.25,169.8,25.40576387,Northern
70733/01,5,Public Employee,8,Renting,Urban,2. Non Pwds,1,1,Employed,31,29.37003,814,1,6,Never married,Male,Voc/Tech/Teacher,Non poor,1,3,15, Dagomba, Islam,55,167,19.72103697,Northern
70733/02,2,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,85,5.88367,814,5,5,Widowed,Female,None,Non poor,1,1,0, Dagomba, Islam,66.53,142,32.99444555,Northern
70733/03,1,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,40,2.466742,814,7,1,Married,Male,None,Poor,0,2,0, Dagomba, Islam,96.8,177,30.89789013,Northern
70733/04,1,Public Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,28,4.089594,814,4,1,Married,Male,Voc/Tech/Teacher,Poor,0,3,15, Dagomba, Islam,75.82,171,25.92934578,Northern
70733/05,3,Private Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,30,10.20602,814,4,1,Married,Male,SSS/Secondary,Non poor,1,4,12, Dagomba, Islam,63.8,142,31.64054751,Northern
70733/06,1,Self-employed (non-agric),8,Owning,Urban,1. PWD,0,1,Employed,75,2.652414,814,5,5,Widowed,Female,None,Poor,0,1,0, Dagomba, Islam,48.63,0,0,Northern
70733/07,1,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,50,2.966086,814,12,1,Married,Male,None,Poor,0,2,0, Dagomba, Islam,91.2,188,25.80353101,Northern
70733/08,1,Self-employed (agric),8,Owning,Urban,1. PWD,0,1,Employed,50,3.287912,814,12,1,Married,Male,SSS/Secondary,Poor,0,2,11, Dagomba, Islam,77.37,172,26.15265008,Northern
70733/09,1,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,65,3.434606,814,8,1,Married,Male,None,Poor,0,2,0, Dagomba, Islam,75.2,153,32.1243966,Northern
70733/10,1,Other Inactive,8,Rent-free,Urban,2. Non Pwds,1,3,Not in labor force,73,3.378,814,2,5,Widowed,Female,None,Poor,0,5,0, Dagomba, Islam,63.2,153,26.9981631,Northern
70733/11,3,Self-employed (non-agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,48,8.286034,814,3,5,Widowed,Female,None,Non poor,1,1,4, Mamprusi, Islam,62.8,152,27.18144044,Northern
70733/12,4,Private Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,26,12.24612,814,3,1,Married,Male,Voc/Tech/Teacher,Non poor,1,4,15, Dagomba, Islam,72.7,172,24.5740941,Northern
70733/13,1,Private Employee,8,Owning,Urban,2. Non Pwds,1,1,Employed,40,3.36619,814,7,1,Married,Male,None,Poor,0,4,0, Dagomba, Islam,75.8,162,28.88279226,Northern
70733/14,5,Private Employee,8,Renting,Urban,2. Non Pwds,1,1,Employed,27,30.61201,814,2,1,Married,Male,Tertiary,Non poor,1,4,15, Dagomba, Islam,75.18,178,23.72806464,Northern
70734/01,4,Public Employee,8,Renting,Urban,2. Non Pwds,1,1,Employed,30,13.90136,815,4,1,Married,Male,Tertiary,Non poor,1,3,15, Dagomba, Islam,55.5,183,16.57260593,Northern
70734/02,2,Unemployed,8,Owning,Urban,2. Non Pwds,1,2,Unemployed,63,5.342056,815,6,1,Married,Male,None,Non poor,1,6,0, Dagomba, Islam,82.53,157,33.48208852,Northern
70734/03,2,Unemployed,8,Owning,Urban,2. Non Pwds,1,2,Unemployed,40,6.229457,815,6,1,Married,Male,Voc/Tech/Teacher,Non poor,1,6,15, Dagomba, Islam,82.5,171,28.21380938,Northern
70734/04,4,Self-employed (agric),8,Owning,Urban,2. Non Pwds,1,1,Employed,63,13.36986,815,1,1,Married,Male,None,Non poor,1,2,0, Dagomba, Islam,75.2,172,25.41914548,Northern
70734/05,5,Private Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,47,20.30384,815,1,6,Never married,Female,None,Non poor,1,4,0, Dagomba, Islam,62.5,142,30.99583416,Northern
70734/06,1,Private Employee,8,Rent-free,Urban,2. Non Pwds,1,1,Employed,35,3.808502,815,8,1,Married,Male,None,Poor,0,4,0, Dagomba, Islam,85.1,166,30.88256641,Northern
